KIC ID|RA Dec
KIC 8418027|286.2335437547935 +44.4788638518826
KIC 8418309|286.3696481113041 +44.4422518911203
KIC 8418352|286.3892079856362 +44.4114896525750
KIC 8418615|286.5217000709159 +44.4739749203095
KIC 8420770|287.6655763491135 +44.4970914010524
KIC 8420829|287.6975030980184 +44.4515083045561
KIC 8420916|287.7489891334586 +44.4268554091409
KIC 8420954|287.7694660034433 +44.4822167248049
KIC 8422647|288.6469151832575 +44.4783795120431
KIC 8422693|288.6643277974926 +44.4978778870411
KIC 8423171|288.8823939675082 +44.4107235175625
KIC 8423426|289.0001961125533 +44.4819705037863
KIC 8423708|289.1354764431640 +44.4983313270986
KIC 8423770|289.1654229128408 +44.4421365266805
KIC 8423836|289.1922879210084 +44.4107850259908
KIC 8424298|289.3836942460287 +44.4993709263463
KIC 8424345|289.3991938596163 +44.4693600538450
KIC 8424501|289.4536821077180 +44.4238387606175
KIC 8424590|289.4808082369305 +44.4518633407714
KIC 8424785|289.5575330738803 +44.4608175083760
KIC 8425211|289.7155043762480 +44.4338238153367
KIC 8425420|289.8138662731683 +44.4197104975736
KIC 8425507|289.8462357708559 +44.4399879980622
KIC 8425633|289.8873641100454 +44.4053900530908
KIC 8425933|290.0102691220008 +44.4582423568189
KIC 8426672|290.2840923200142 +44.4157787319299
KIC 8426743|290.3112698437395 +44.4702336232994
KIC 8426868|290.3530201032460 +44.4164411864114
KIC 8426901|290.3652515792144 +44.4928565911074
KIC 8428095|290.8269437493896 +44.4141080538237
KIC 8428638|291.0311128574260 +44.4539041786185
KIC 8429285|291.2610447607233 +44.4473327185172
KIC 8429299|291.2636744911982 +44.4331193096299
KIC 8429471|291.3217163972023 +44.4840393889930
KIC 8429700|291.412450 +44.424431
KIC 8429977|291.5075774994660 +44.4482246294971
KIC 8430504|291.7116916013067 +44.4207945949605
KIC 8431063|291.9237702072651 +44.4366541478021
KIC 8431083|291.9310719077574 +44.4254524176771
KIC 8431241|291.9919654824587 +44.4024802982514
KIC 8431479|292.0809863645568 +44.4160625615667
KIC 8431695|292.1516700791009 +44.4493729078265
KIC 8431875|292.2334114594554 +44.4155938097692
KIC 8431946|292.2659280164384 +44.4873762886969
KIC 8432219|292.3763356683630 +44.4350968563074
KIC 8432239|292.3896564797204 +44.4559855863035
KIC 8432800|292.6099316219692 +44.4106788650317
KIC 8432910|292.6597480382716 +44.4909314374569
KIC 8435651|293.6989833782004 +44.4734281939419
KIC 8440248|295.2626128377164 +44.4892408659742
KIC 8440367|295.3023771712229 +44.4010243360671
KIC 8440983|295.4917098158186 +44.4918397431296
KIC 8441160|295.5418131015664 +44.4412595149421
KIC 8441683|295.7116772014779 +44.4637395145700
KIC 8443193|296.1831616634616 +44.4175634844817
KIC 8445172|296.7944160093179 +44.4754020380881
KIC 8445641|296.9209023831511 +44.4464225855612
KIC 8445814|296.9646692971564 +44.4471044911737
KIC 8446353|297.1067232963092 +44.4430092271011
KIC 8447092|297.2956773116048 +44.4182976397066
KIC 8450413|298.1087965728392 +44.4862381835661
KIC 8451486|298.3760213693942 +44.4502347011954
KIC 8452238|298.5597859073911 +44.4150647069098
KIC 8453896|298.9766750322756 +44.4416514047749
KIC 8454209|299.0609673135547 +44.4495161429237
KIC 8456687|299.7061923441563 +44.4313995407766
KIC 8457086|299.8009398207054 +44.4018002675694
KIC 8458124|300.0696711188879 +44.4780014607078
KIC 8458459|300.1554396576111 +44.4410663617039
KIC 8458519|300.1728652144027 +44.4920174761567
KIC 8458954|300.2999075911177 +44.4269528609401
KIC 8459085|300.3358659671335 +44.4542884146847
KIC 8460470|300.7336113759723 +44.4450104178989
KIC 8460634|300.7831235048652 +44.4892804627984
KIC 8460684|300.7989127898355 +44.4764231580304
KIC 8461359|301.0381878101322 +44.4013414319915
KIC 8461449|301.0765748264021 +44.4975204715275
KIC 8461659|301.1554259718037 +44.4194306914522
KIC 8462775|301.5374197897935 +44.4083775131184
KIC 8462934|301.5985176066191 +44.4606276193468
KIC 8463380|301.7328558352899 +44.4453684953887
KIC 8474506|281.5098663936998 +44.5393688519251
KIC 8474915|281.7794606460113 +44.5477404198289
KIC 8474990|281.8166269944382 +44.5130200877837
KIC 8475025|281.8378474753289 +44.5753693018168
KIC 8475164|281.9246144717941 +44.5957793607229
KIC 8475511|282.1498446148226 +44.5558493118404
KIC 8475684|282.2454229575067 +44.5216179268492
KIC 8475844|282.3365404420485 +44.5692465245289
KIC 8475872|282.3524210841263 +44.5399563063462
KIC 8476117|282.4983468589330 +44.5562647774281
KIC 8476202|282.5461391826311 +44.5551404540608
KIC 8476554|282.7202619948124 +44.5434161440895
KIC 8478478|283.7941693081189 +44.5767881170047
KIC 8478550|283.8324356779554 +44.5265197253930
KIC 8478783|283.9611309087704 +44.5460395056970
KIC 8479182|284.1671069300678 +44.5044114734562
KIC 8479197|284.1736517073883 +44.5061338615706
KIC 8479301|284.2301297679494 +44.5523069661292
KIC 8479383|284.2771936396339 +44.5708400821951
KIC 8479780|284.4931636482440 +44.5433615614048
KIC 8480097|284.6802125630258 +44.5988789761026
KIC 8480205|284.7434980805798 +44.5340604176376
KIC 8480233|284.7643339275477 +44.5587194444592
KIC 8480313|284.8019795361306 +44.5289997425817
KIC 8480446|284.8916001032433 +44.5422398841913
KIC 8480808|285.0980622911865 +44.5098389373089
KIC 8481174|285.3205966065474 +44.5836062143671
KIC 8481716|285.6483623476867 +44.5267294192342
KIC 8481765|285.6780724635380 +44.5006701794421
KIC 8482522|286.1180347816631 +44.5594937553048
KIC 8482566|286.1472785854430 +44.5312232519832
KIC 8482769|286.2746992148468 +44.5916073685611
KIC 8482791|286.2856651829392 +44.5575940268978
KIC 8482831|286.3070255243675 +44.5328160067425
KIC 8482944|286.3704041206754 +44.5410636759305
KIC 8483306|286.5607619556138 +44.5589090748347
KIC 8487250|288.6529700390099 +44.5737943539417
KIC 8487525|288.7920784490487 +44.5032964137836
KIC 8487527|288.7932388554404 +44.5497633398217
KIC 8487796|288.9356400552691 +44.5321803065681
KIC 8487905|288.9879779086024 +44.5123186320441
KIC 8488530|289.2659699464479 +44.5509432518630
KIC 8488718|289.3344742771670 +44.5879260504843
KIC 8489112|289.5091966782691 +44.5902146207739
KIC 8489118|289.5107883134042 +44.5674591871219
KIC 8489832|289.7988068586732 +44.5923668383223
KIC 8490454|290.0610889460875 +44.5373130241221
KIC 8490583|290.1063195634238 +44.5548752200383
KIC 8490701|290.1539069938827 +44.5791449942753
KIC 8491073|290.2872960828009 +44.5709013088497
KIC 8491147|290.3145145389813 +44.5466408222629
KIC 8491197|290.3306395105774 +44.5918914463538
KIC 8491283|290.3610902320877 +44.5648371861822
KIC 8493827|291.2715049794956 +44.5546627510179
KIC 8493969|291.3191016732808 +44.5216306828714
KIC 8494157|291.3989789979538 +44.5713401798027
KIC 8494160|291.4003959355709 +44.5755936521351
KIC 8495051|291.7327339849271 +44.5447813923906
KIC 8495056|291.7333026136617 +44.5406996662925
KIC 8495082|291.7432874486423 +44.5851769008044
KIC 8495124|291.760710 +44.522869
KIC 8495281|291.8257857278312 +44.5599022457142
KIC 8495626|291.9664270207446 +44.5372329440637
KIC 8495760|292.0203834160658 +44.5024043038247
KIC 8496042|292.1446357124759 +44.5275049775188
KIC 8496043|292.1447554519708 +44.5650983139406
KIC 8496232|292.2307572058421 +44.5032315383847
KIC 8496572|292.3758978800856 +44.5475795007016
KIC 8497211|292.6276390973832 +44.5000874532920
KIC 8499557|293.528320 +44.546612
KIC 8499922|293.6624184983101 +44.5275120586529
KIC 8500090|293.7185415720433 +44.5066844105992
KIC 8500704|293.9437755258364 +44.5823139265210
KIC 8505072|295.3909224105496 +44.5911898102564
KIC 8505345|295.4775407699124 +44.5647279497442
KIC 8505515|295.5310259105033 +44.5785917510565
KIC 8505576|295.5516044861196 +44.5619991380222
KIC 8506096|295.7208560568801 +44.5760395916190
KIC 8506123|295.7295030097737 +44.5672715128286
KIC 8506218|295.759830 +44.567154
KIC 8506281|295.7773442075450 +44.5788684593822
KIC 8506295|295.7816678568225 +44.5613508715132
KIC 8506788|295.9495467193204 +44.5394392286894
KIC 8506816|295.9587479467865 +44.5137718876459
KIC 8506868|295.9724105450354 +44.5808406996858
KIC 8507295|296.1020089172338 +44.5501244419520
KIC 8507397|296.1333033813714 +44.5902811320578
KIC 8507484|296.1616237791147 +44.5434006007457
KIC 8508931|296.5791434273944 +44.5650246220186
KIC 8509198|296.667050 +44.589439
KIC 8509478|296.7469572731296 +44.5482379221633
KIC 8510050|296.9106767842317 +44.5306513278667
KIC 8510483|297.0222480212622 +44.5189088772736
KIC 8510560|297.0418984774418 +44.5112436735418
KIC 8511194|297.1962625440713 +44.5276612504350
KIC 8515390|298.2712734420658 +44.5167883178698
KIC 8518198|298.9979287179584 +44.5924404401158
KIC 8518402|299.0522974144334 +44.5750771845197
KIC 8518881|299.1855060801545 +44.5918427694078
KIC 8522040|300.0050434457006 +44.5509685092201
KIC 8522050|300.0072800787879 +44.5799394633290
KIC 8522751|300.1878157233029 +44.5208562848081
KIC 8522971|300.2556339877219 +44.5826759009465
KIC 8523747|300.4650790070392 +44.5759922258020
KIC 8524315|300.6101754224198 +44.5247475625206
KIC 8524633|300.6989058856044 +44.5033608277820
KIC 8525101|300.8352565728992 +44.5606559872731
KIC 8525150|300.8477235895175 +44.5724262986993
KIC 8525293|300.9031266344539 +44.5658320955527
KIC 8525359|300.9281592325573 +44.5446662610572
KIC 8526108|301.2391759965180 +44.5467550355766
KIC 8526197|301.2777776274228 +44.5081487701752
KIC 8526691|301.4666271241097 +44.5521754426680
KIC 8527188|301.6297476058477 +44.5886982673796
KIC 8538793|281.3622961674358 +44.6699764807301
KIC 8538804|281.3753334717209 +44.6457001967744
KIC 8538853|281.4213389704102 +44.6025925670637
KIC 8538882|281.4417794301612 +44.6019822325374
KIC 8538922|281.4681721146587 +44.6260571265205
KIC 8539201|281.6735217831000 +44.6851268539857
KIC 8539821|282.0601354427670 +44.6838542089655
KIC 8540034|282.1778829948436 +44.6665809096115
KIC 8540384|282.3797509731065 +44.6796282962238
KIC 8540615|282.5223978854393 +44.6987939896502
KIC 8540767|282.5925520644648 +44.6014604938735
KIC 8540791|282.6029504014179 +44.6444176798564
KIC 8540820|282.6112448473119 +44.6733427233741
KIC 8542964|283.7749380440829 +44.6324448047502
KIC 8543165|283.8857573496988 +44.6592755930983
KIC 8543200|283.8967987341223 +44.6726127400559
KIC 8543569|284.1012179229866 +44.6342595162392
KIC 8543941|284.2824971432145 +44.6268121150159
KIC 8544007|284.3211984872150 +44.6329507292067
KIC 8544483|284.5627931923420 +44.6970366522112
KIC 8544630|284.6349714261596 +44.6767325292605
KIC 8545067|284.8711417412472 +44.6034556311307
KIC 8545291|284.9999645327096 +44.6032841977330
KIC 8545504|285.1317857052283 +44.6824096293849
KIC 8545658|285.2323872363705 +44.6741030374119
KIC 8545861|285.3673948221448 +44.6048353319971
KIC 8546146|285.5152103478038 +44.6398518850395
KIC 8546721|285.8403651591171 +44.6023646256754
KIC 8546822|285.8965290604079 +44.6235484339342
KIC 8546998|286.0010046881257 +44.6341489996092
KIC 8547085|286.0453218913812 +44.6687217213726
KIC 8547122|286.0673583263630 +44.6375885346509
KIC 8547156|286.0828040548537 +44.6108072428408
KIC 8547390|286.2109493872151 +44.6913032796195
KIC 8547469|286.2460305837664 +44.6424452266446
KIC 8547560|286.2986986816837 +44.6010021209708
KIC 8547564|286.3011058800275 +44.6300686466942
KIC 8547653|286.3498934884492 +44.6532424671774
KIC 8547669|286.3571774783110 +44.6308128543926
KIC 8548606|286.8894556357733 +44.6941908321217
KIC 8552314|288.777920 +44.671871
KIC 8552581|288.9085327495144 +44.6696511372961
KIC 8552766|288.9957700564585 +44.6284271803092
KIC 8552947|289.0790851806085 +44.6629823947308
KIC 8553297|289.2323866724875 +44.6994313170319
KIC 8553967|289.506470 +44.651791
KIC 8554007|289.5232321556588 +44.6663451922730
KIC 8555265|290.0517414347719 +44.6541115428985
KIC 8555588|290.1639865612622 +44.6083364350776
KIC 8555599|290.1678623556371 +44.6538989410956
KIC 8555914|290.2831974772221 +44.6242776823313
KIC 8556078|290.3391626404567 +44.6342122559323
KIC 8557457|290.8515664846619 +44.6492439394771
KIC 8557678|290.9285742883120 +44.6812526977863
KIC 8558329|291.1747145043809 +44.6591303074666
KIC 8558444|291.2164383599254 +44.6281876964822
KIC 8558629|291.2903011797226 +44.6851699723574
KIC 8558633|291.2934071653045 +44.6132183319577
KIC 8558846|291.3621259802134 +44.6569054192081
KIC 8559142|291.4706652402937 +44.6165139494089
KIC 8559852|291.7292388952000 +44.6079408857186
KIC 8560056|291.8057030139996 +44.6035143190594
KIC 8560280|291.9004378617746 +44.6862718637305
KIC 8560306|291.9091728272862 +44.6570845178081
KIC 8560398|291.9497648797015 +44.6266513519372
KIC 8560475|291.9794345363371 +44.6951553824855
KIC 8560949|292.1760210730297 +44.6568492111440
KIC 8561126|292.2479726733311 +44.6937452427570
KIC 8561202|292.2769340912844 +44.6241078520114
KIC 8561216|292.2829150866172 +44.6645422341153
KIC 8561238|292.2960226695104 +44.6856861188465
KIC 8564109|293.4594689153227 +44.6995954512542
KIC 8564157|293.4749030517173 +44.6426482850899
KIC 8564277|293.5235875712986 +44.6052984549017
KIC 8564559|293.6296411970652 +44.6997202924258
KIC 8564860|293.7348980844645 +44.6001701911478
KIC 8564956|293.7668297904614 +44.6626783957754
KIC 8564966|293.7692183954616 +44.6366594074395
KIC 8564976|293.7721369781208 +44.6384756779181
KIC 8565016|293.7932030825076 +44.6390376733533
KIC 8565159|293.8473905052543 +44.6234856610801
KIC 8566248|294.2580678516906 +44.6769526711098
KIC 8569838|295.4806091348796 +44.6046975124303
KIC 8569885|295.4987664559116 +44.6485536779040
KIC 8569991|295.5301516234108 +44.6030733176105
KIC 8570254|295.6074633679473 +44.6111204746857
KIC 8570577|295.7011911590483 +44.6722900770002
KIC 8570823|295.7802068836553 +44.6263315032249
KIC 8571171|295.8893340367988 +44.6798434212101
KIC 8571469|295.9844943836686 +44.6711375198218
KIC 8571762|296.0782978873806 +44.6181385832382
KIC 8572242|296.2303568659461 +44.6002413608228
KIC 8572364|296.2653161579542 +44.6608036763339
KIC 8573128|296.4989839058499 +44.6182304928614
KIC 8573239|296.5286649479721 +44.6887867716732
KIC 8573556|296.615586 +44.671001
KIC 8573783|296.6848302323434 +44.6844795374873
KIC 8573846|296.7029393433989 +44.6587980018689
KIC 8573996|296.7420848750954 +44.6023948565811
KIC 8574234|296.8109147274838 +44.6373637583059
KIC 8574456|296.8791075987186 +44.6074628792498
KIC 8575147|297.0601757768948 +44.6129047999649
KIC 8579095|298.0420618736636 +44.6932320478120
KIC 8579328|298.1040143397779 +44.6281790363907
KIC 8580595|298.4216203078802 +44.6574938623410
KIC 8582118|298.7978653689391 +44.6404036662275
KIC 8583313|299.1181389983752 +44.6661696290854
KIC 8583586|299.1889937741804 +44.6399634039288
KIC 8584513|299.4293113134846 +44.6226657014714
KIC 8585278|299.6193256703600 +44.6744534598253
KIC 8586983|300.0583634897365 +44.6098822550782
KIC 8587058|300.0805998443502 +44.6098680681272
KIC 8587329|300.1578415150462 +44.6580033980195
KIC 8587948|300.3223063465082 +44.6625849194727
KIC 8588032|300.3437117896887 +44.6967406572127
KIC 8588400|300.4441076095071 +44.6358565476197
KIC 8588570|300.4867935772858 +44.6719095824631
KIC 8589163|300.6325554536086 +44.6024955856331
KIC 8589626|300.7538387826175 +44.6006654435672
KIC 8590577|301.0649040800292 +44.6139580473638
KIC 8590920|301.2334486411210 +44.6662963099462
KIC 8590931|301.2406417874025 +44.6376310239519
KIC 8591738|301.5594256703279 +44.6162284262908
KIC 8604489|281.9446912566230 +44.7273722263109
KIC 8605197|282.3836988902694 +44.7682891182209
KIC 8607365|283.5247416071090 +44.7955823031407
KIC 8607372|283.5305874311092 +44.7618507952219
KIC 8607581|283.6477210762922 +44.7129099135095
KIC 8607620|283.6813638316879 +44.7344554917276
KIC 8607686|283.7177875556250 +44.7581999059639
KIC 8607720|283.7363844991648 +44.7133289038470
KIC 8607999|283.9054653187909 +44.7094556135236
KIC 8608750|284.3071474848579 +44.7951560840937
KIC 8609482|284.6926829589182 +44.7177229080147
KIC 8609704|284.8119195808076 +44.7514238151493
KIC 8609926|284.9452121130851 +44.7241313975582
KIC 8610204|285.1173712095817 +44.7264043025243
KIC 8610327|285.1915106807640 +44.7238796581223
KIC 8610391|285.2358982370375 +44.7098807019622
KIC 8610579|285.3449192552987 +44.7533205636879
KIC 8611078|285.6258266060659 +44.7918895988481
KIC 8611114|285.6451443560927 +44.7357694635202
KIC 8611369|285.7662832113543 +44.7036134708002
KIC 8611394|285.7830256156805 +44.7630131693903
KIC 8611731|285.9732836790963 +44.7363317797364
KIC 8611833|286.0261641881441 +44.7733284944312
KIC 8611911|286.0648113572158 +44.7787560824275
KIC 8612203|286.2404881174104 +44.7964774780158
KIC 8612241|286.2634343235418 +44.7080095950062
KIC 8612300|286.2949436968087 +44.7915549024172
KIC 8612361|286.3226673691704 +44.7664496718694
KIC 8612388|286.3374748195200 +44.7432061738145
KIC 8612393|286.3392272961489 +44.7103260527480
KIC 8612480|286.3828313133467 +44.7883017300315
KIC 8612481|286.3831518312296 +44.7342474750725
KIC 8612490|286.3876664377949 +44.7307991261450
KIC 8612520|286.4012894662359 +44.7069573259442
KIC 8612585|286.4302875756114 +44.7026416029584
KIC 8612609|286.4422220069837 +44.7490456880517
KIC 8612811|286.5528019440459 +44.7903796538451
KIC 8613105|286.7288009255338 +44.7520300064917
KIC 8613120|286.7349958000671 +44.7122720873041
KIC 8613617|287.0151136177867 +44.7634125494794
KIC 8616844|288.6820131044705 +44.7395161314918
KIC 8617035|288.7903595726325 +44.7180427899394
KIC 8617169|288.8581920528832 +44.7203277658735
KIC 8617244|288.8920987964270 +44.7298093081078
KIC 8617401|288.9786545507817 +44.7477873437439
KIC 8617431|288.9963420418926 +44.7472055167783
KIC 8617455|289.0053080061063 +44.7422123751073
KIC 8617711|289.1224143110074 +44.7239933989737
KIC 8617873|289.1898693545064 +44.7688630586409
KIC 8617950|289.2229424365738 +44.7758963257247
KIC 8617959|289.2258210150021 +44.7845384357675
KIC 8618510|289.4541047402472 +44.7753414756541
KIC 8618560|289.4723864948172 +44.7001653778239
KIC 8618653|289.5045361546854 +44.7793442052384
KIC 8618934|289.6205495752582 +44.7226904061385
KIC 8619048|289.6746891537690 +44.7128672459394
KIC 8619145|289.7124396355299 +44.7223591465226
KIC 8619322|289.7867628262684 +44.7785122379488
KIC 8619411|289.8235694230425 +44.7116771500714
KIC 8619736|289.9716721834830 +44.7591625490131
KIC 8619916|290.0409332319752 +44.7430240628280
KIC 8620063|290.0972016888917 +44.7039725905353
KIC 8620109|290.1112237979777 +44.7191423935287
