KIC ID|RA Dec
KIC 8146089|282.9267656145130 +44.0216392363550
KIC 8146822|283.3228469688254 +44.0348825737286
KIC 8146840|283.3367633201904 +44.0138881372053
KIC 8148719|284.272130 +44.083408
KIC 8148993|284.4236114452701 +44.0949612875304
KIC 8148994|284.4237616666237 +44.0556694140542
KIC 8149014|284.4318910049293 +44.0920215737939
KIC 8149025|284.4359604480152 +44.0319022444671
KIC 8149108|284.4837308484400 +44.0371976117233
KIC 8149325|284.6078742725148 +44.0963625689107
KIC 8149409|284.6573225458494 +44.0793512999475
KIC 8149536|284.7231697975810 +44.0470200391877
KIC 8149583|284.7518543660163 +44.0314442530204
KIC 8149637|284.7788412144929 +44.0174503948511
KIC 8149983|284.9819130489517 +44.0227671679281
KIC 8150152|285.0766865467577 +44.0284276922009
KIC 8150550|285.2838328432608 +44.0997308425669
KIC 8150728|285.3763756355308 +44.0721058281603
KIC 8150844|285.4411625004275 +44.0387054042531
KIC 8151314|285.7034636007951 +44.0747324161106
KIC 8153309|286.7585582907476 +44.0305877818389
KIC 8153600|286.9246461234051 +44.0011475285340
KIC 8153907|287.094540 +44.032612
KIC 8153991|287.1366310547467 +44.0708253915967
KIC 8154383|287.3211751635549 +44.0033931170501
KIC 8154541|287.3997891256779 +44.0133247680687
KIC 8154682|287.4698583862054 +44.0117120174955
KIC 8154693|287.4751037719254 +44.0006412640963
KIC 8154720|287.4905665893814 +44.0525190136848
KIC 8154799|287.5243553674926 +44.0053747144847
KIC 8154817|287.5348897908696 +44.0883446956403
KIC 8155468|287.8476046068792 +44.0286161987311
KIC 8155660|287.9461203681100 +44.0805921151881
KIC 8155782|288.0029886189070 +44.0135943624501
KIC 8158034|289.0634325482267 +44.0550284160092
KIC 8158120|289.0945577795125 +44.0590431504447
KIC 8158382|289.2122343212828 +44.0825054612605
KIC 8159075|289.4787724551867 +44.0025528653025
KIC 8159235|289.5383611583363 +44.0018878362817
KIC 8159241|289.5408861586283 +44.0839700997941
KIC 8159908|289.7971396271062 +44.0699914566474
KIC 8159988|289.8316900754304 +44.0067439569747
KIC 8160074|289.8600816194119 +44.0027952453392
KIC 8160099|289.8673424922275 +44.0356246397000
KIC 8160153|289.8842648741008 +44.0324960840639
KIC 8160212|289.9028170747812 +44.0442616336392
KIC 8160282|289.9251980584471 +44.0601254763655
KIC 8160419|289.9712699441310 +44.0529318552273
KIC 8160590|290.0245869208139 +44.0958751644127
KIC 8160637|290.0425292533108 +44.0592120289170
KIC 8160683|290.0539285684570 +44.0960455890259
KIC 8161057|290.1694466490139 +44.0203528644656
KIC 8161789|290.3950081610702 +44.0722951757355
KIC 8161817|290.4054787547208 +44.0022452015444
KIC 8161920|290.4442553392646 +44.0860355435447
KIC 8162024|290.4747389597238 +44.0995123780153
KIC 8162345|290.5808633689915 +44.0922344713310
KIC 8162467|290.6255487223617 +44.0425860662958
KIC 8162712|290.7087163985025 +44.0392189010069
KIC 8162973|290.7948509759406 +44.0094846224156
KIC 8163250|290.8828168566438 +44.0992902979269
KIC 8163439|290.9392717897262 +44.0223873712114
KIC 8163619|291.0068736213000 +44.0939955215086
KIC 8163861|291.0941159024661 +44.0424081421060
KIC 8164254|291.2427607472479 +44.0174742817146
KIC 8164334|291.2744784495262 +44.0798310497841
KIC 8164977|291.5134225133905 +44.0249184346445
KIC 8165094|291.5481850534710 +44.0797523395870
KIC 8165159|291.5770379561692 +44.0796022485456
KIC 8165444|291.6828285949899 +44.0617559956461
KIC 8165471|291.6913007349826 +44.0762551577554
KIC 8166918|292.2399516630898 +44.0317515974274
KIC 8167286|292.3840108536605 +44.0185623694380
KIC 8167335|292.4009378904419 +44.0870440955155
KIC 8167413|292.4316942936813 +44.0911573120275
KIC 8168080|292.6752949051743 +44.0892180348849
KIC 8168324|292.7614734853844 +44.0333689703713
KIC 8168383|292.7808253470793 +44.0900454566450
KIC 8168444|292.8034750306512 +44.0399169396867
KIC 8172066|294.0090757141754 +44.0408323051919
KIC 8172200|294.0562091938888 +44.0372009116900
KIC 8172497|294.1505826279354 +44.0191341857778
KIC 8172666|294.2093700041458 +44.0682920442630
KIC 8172679|294.2135877711663 +44.0617222988841
KIC 8172720|294.2301622922834 +44.0226250114662
KIC 8172777|294.2482097886234 +44.0083635258289
KIC 8172784|294.2502512400243 +44.0497342853857
KIC 8172843|294.2733600400266 +44.0910601163225
KIC 8172877|294.2821248156811 +44.0282328752826
KIC 8173036|294.3319819037898 +44.0185761242923
KIC 8173148|294.3656455062776 +44.0650507921903
KIC 8173581|294.5059412423206 +44.0200071049250
KIC 8173725|294.5520507832073 +44.0764367587031
KIC 8173921|294.6173890515418 +44.0333254355792
KIC 8173978|294.6372030642230 +44.0990025887370
KIC 8174041|294.6567423307558 +44.0624222741261
KIC 8174161|294.6904144693055 +44.0042350994268
KIC 8174364|294.7569365095566 +44.0320818868904
KIC 8174381|294.7634498597567 +44.0919745276445
KIC 8174761|294.8914072553325 +44.0035470024433
KIC 8174874|294.9287702610021 +44.0413852348961
KIC 8175027|294.9756740849116 +44.0215810407127
KIC 8175105|294.9973880885521 +44.0856322868047
KIC 8175438|295.0927813796098 +44.0225578444451
KIC 8175678|295.1563636451289 +44.0427221306584
KIC 8176259|295.3401168791546 +44.0274908793319
KIC 8176396|295.3836170941450 +44.0762151444664
KIC 8176503|295.4157657667165 +44.0371659138471
KIC 8176543|295.4320478142848 +44.0939449706062
KIC 8176733|295.4932419198628 +44.0447815420301
KIC 8176777|295.5113678306392 +44.0738851667464
KIC 8176893|295.5515174327598 +44.0294479612307
KIC 8176905|295.5533781358252 +44.0402914262123
KIC 8176916|295.5566519878631 +44.0946068582357
KIC 8177027|295.5904116566924 +44.0389207074929
KIC 8178310|295.9642425748699 +44.0832644829459
KIC 8178600|296.0559917221826 +44.0683998878886
KIC 8179075|296.2128654758355 +44.0758211482190
KIC 8179214|296.2526883966611 +44.0834550889163
KIC 8179978|296.4838240708266 +44.0876687483386
KIC 8180375|296.5920128609158 +44.0643852480797
KIC 8180550|296.6440036253948 +44.0837187094045
KIC 8181509|296.9125766560626 +44.0770379007826
KIC 8181591|296.9376171052200 +44.0290977929792
KIC 8181700|296.9649784119891 +44.0133441799596
KIC 8181816|296.9930413631809 +44.0734676757339
KIC 8183086|297.3021319849333 +44.0638237649283
KIC 8183363|297.3651122075528 +44.0752400659273
KIC 8183588|297.4200298195979 +44.0071676437119
KIC 8183669|297.4382227913708 +44.0447138967578
KIC 8187999|298.4930790884045 +44.0391793443308
KIC 8188772|298.6731122337618 +44.0943926783749
KIC 8189160|298.7718474825242 +44.0898561522331
KIC 8189169|298.7737360868466 +44.0881788931639
KIC 8189460|298.8445384382142 +44.0194567654684
KIC 8191905|299.4718532691438 +44.0746605191456
KIC 8192454|299.6043824251404 +44.0910640207922
KIC 8192753|299.6853766921646 +44.0889137123552
KIC 8192892|299.7227743683154 +44.0755883285867
KIC 8193946|299.9930720671092 +44.0775562056934
KIC 8195153|300.3512792029819 +44.0397687261855
KIC 8195258|300.3841415259703 +44.0877220005764
KIC 8195595|300.4886191700387 +44.0515694823210
KIC 8196436|300.7023209782583 +44.0668081776502
KIC 8196817|300.7996317314160 +44.0511477872855
KIC 8196870|300.8142673296618 +44.0610380766902
KIC 8196889|300.8183699964310 +44.0387771894388
KIC 8197210|300.8949584078114 +44.0422858436570
KIC 8197719|301.0258045746670 +44.0819128182060
KIC 8210058|280.5368574415788 +44.1165424839061
KIC 8210100|280.5626552674114 +44.1705695755450
KIC 8210306|280.7189418536117 +44.1660709387994
KIC 8210496|280.8611528852771 +44.1390285144389
KIC 8210688|280.9875512495796 +44.1631818469267
KIC 8211008|281.1989891123940 +44.1977461110716
KIC 8211363|281.4462110692825 +44.1473774784839
KIC 8211573|281.5868787373876 +44.1186372640942
KIC 8211726|281.6844779452111 +44.1746802685948
KIC 8212420|282.0867345724859 +44.1705590113727
KIC 8212479|282.1171038451294 +44.1572591076624
KIC 8212786|282.3010187214351 +44.1286968687412
KIC 8213032|282.4084292852418 +44.1389849200066
KIC 8213138|282.4713345141084 +44.1104315246656
KIC 8213145|282.4745858201221 +44.1676694399888
KIC 8213225|282.525940 +44.178280
KIC 8213984|282.9613812145170 +44.1583706616195
KIC 8214252|283.0903755180245 +44.1134567332907
KIC 8214394|283.1651681575737 +44.1391036381329
KIC 8216870|284.3152884051781 +44.1700471626692
KIC 8217125|284.4519701895562 +44.1745645776098
KIC 8217206|284.4961587152852 +44.1094335953416
KIC 8217514|284.6373913922250 +44.1051684040490
KIC 8217977|284.8842523045287 +44.1336616880253
KIC 8218419|285.1441787550871 +44.1413743130719
KIC 8218568|285.2408056045829 +44.1187533536533
KIC 8218648|285.2870759057187 +44.1673729211616
KIC 8218906|285.4588567865002 +44.1048709836347
KIC 8219000|285.5179629980773 +44.1387784898480
KIC 8219022|285.5323325509242 +44.1622377510665
KIC 8219034|285.5396815222430 +44.1950119718758
KIC 8219070|285.5664147756637 +44.1366664095739
KIC 8219125|285.5965425781918 +44.1500535400719
KIC 8219263|285.6713210816646 +44.1572116192880
KIC 8219268|285.6729079552463 +44.1167332756222
KIC 8219746|285.9310824981171 +44.1604346581708
KIC 8221785|287.0470608178569 +44.1893980869248
KIC 8221938|287.1351331311946 +44.1949528114136
KIC 8222189|287.2648343723033 +44.1168300562216
KIC 8222691|287.5352426604437 +44.1100675969673
KIC 8222712|287.5456519469387 +44.1582964539683
KIC 8222944|287.6650562393746 +44.1564126423802
KIC 8223014|287.6949281230483 +44.1464005671851
KIC 8223463|287.9321036417807 +44.1138396897404
KIC 8223927|288.1616770487793 +44.1279792250514
KIC 8225839|289.0999062017212 +44.1532129996411
KIC 8225926|289.1443504299016 +44.1574293487508
KIC 8226149|289.2418192986393 +44.1786860206829
KIC 8226744|289.4920874474461 +44.1943713655742
KIC 8228880|290.2424479638457 +44.1962858877565
KIC 8229516|290.4511375177554 +44.1831127007522
KIC 8230035|290.6265715168671 +44.1223596418983
KIC 8230578|290.8119257031143 +44.1040945397509
KIC 8230626|290.8304956003558 +44.1676760897280
KIC 8231947|291.2907257797546 +44.1286138411830
KIC 8232017|291.3183034421317 +44.1047400807882
KIC 8232262|291.4053263258692 +44.1767821569983
KIC 8232851|291.6218316056770 +44.1317562026971
KIC 8233775|291.9637638524702 +44.1098882802904
KIC 8233881|292.0046567706796 +44.1223831608664
KIC 8233917|292.0188368519990 +44.1460403786049
KIC 8234203|292.1314402056846 +44.1110011525378
KIC 8234436|292.217620 +44.115700
KIC 8234545|292.258420 +44.194401
KIC 8234900|292.3915004147519 +44.1792480387687
KIC 8235013|292.4313202934969 +44.1164771474672
KIC 8235144|292.4772381535130 +44.1346870321566
KIC 8235448|292.5994120001784 +44.1007168840654
KIC 8235991|292.7978318309337 +44.1935441943486
KIC 8236050|292.8185478054144 +44.1376296639005
KIC 8236292|292.9007061837904 +44.1918634899530
KIC 8241134|294.5556518788267 +44.1865655141782
KIC 8241402|294.6411577683350 +44.1515923680756
KIC 8241771|294.7554098468213 +44.1113883344411
KIC 8242740|295.0568856074013 +44.1751392117875
KIC 8242867|295.0946711203242 +44.1644158917422
KIC 8243314|295.2391456222423 +44.1211446514920
KIC 8243522|295.3063734111628 +44.1074657369440
KIC 8243725|295.3628751896629 +44.1527019410144
KIC 8244769|295.7003041329017 +44.1786818911247
KIC 8245132|295.8207211678670 +44.1518864537364
KIC 8245912|296.0631423554198 +44.1474955107738
KIC 8246635|296.2717097974502 +44.1107889140331
KIC 8246995|296.3762376102571 +44.1844151241187
KIC 8247851|296.6309975041398 +44.1129700408354
KIC 8248041|296.6808024396767 +44.1957194689388
KIC 8248351|296.7670169165550 +44.1897676245775
KIC 8248948|296.9392974978993 +44.1221425386017
KIC 8249714|297.1312070491323 +44.1161755463907
KIC 8250069|297.2197890402180 +44.1134848099080
KIC 8250333|297.2829440002607 +44.1674627176530
KIC 8250489|297.3218666141479 +44.1376489247099
KIC 8250520|297.3303475459838 +44.1677908783517
KIC 8256020|298.6714989146753 +44.1478468450143
KIC 8258311|299.2591490920098 +44.1424440257820
KIC 8258595|299.3570693739900 +44.1706708005206
KIC 8258630|299.3712623191821 +44.1931969250989
KIC 8259226|299.5344020784007 +44.1281164893006
KIC 8260453|299.8454042615669 +44.1417876998335
KIC 8260505|299.8594482522233 +44.1070527450456
KIC 8260689|299.9085555094816 +44.1075654609150
KIC 8262338|300.3707106569477 +44.1561309404242
KIC 8263475|300.7126036058243 +44.1413466805589
KIC 8263801|300.7955828501398 +44.1266739347786
KIC 8264006|300.8498125968012 +44.1796472112403
KIC 8264074|300.8677964318221 +44.1811931190961
KIC 8264079|300.8689009419726 +44.1617030101455
KIC 8265098|301.1135964280992 +44.1802068373765
KIC 8265154|301.1336986343633 +44.1359359597401
KIC 8265278|301.1622015606960 +44.1502643157543
KIC 8266460|301.5281391675225 +44.1995516578550
KIC 8276880|280.6839657301258 +44.2571164088100
KIC 8277043|280.8026938416340 +44.2050153118830
KIC 8277362|281.0377133111004 +44.2918608413582
KIC 8277430|281.0809993159190 +44.2895878205133
KIC 8277539|281.1562623529060 +44.2280735025559
KIC 8277832|281.3790607719869 +44.2048165729131
KIC 8277848|281.3940774536677 +44.2803529444743
KIC 8277879|281.4204286353478 +44.2806657757238
KIC 8277914|281.4359605401509 +44.2157759841921
KIC 8278036|281.5211627947924 +44.2601677574947
KIC 8278491|281.8474600655862 +44.2918049891291
KIC 8278493|281.8482555330942 +44.2850528606117
KIC 8278906|282.0946449051762 +44.2366990903404
KIC 8279254|282.3150429596479 +44.2298644577634
KIC 8280070|282.7763966242617 +44.2273829475633
KIC 8280407|282.9618098279175 +44.2767486405072
KIC 8280417|282.9634040152337 +44.2395234680160
KIC 8280560|283.0288141336050 +44.2149329833008
KIC 8282536|284.0408202860855 +44.2645369111553
KIC 8283117|284.3658776681398 +44.2451865953137
KIC 8283356|284.4883201627554 +44.2908640102988
KIC 8283646|284.6395824854352 +44.2000167721255
KIC 8283958|284.8291566505968 +44.2666077564420
KIC 8284032|284.8742422574408 +44.2564045520961
KIC 8284056|284.8850780898005 +44.2733983257785
KIC 8284510|285.1621526856362 +44.2095103775653
KIC 8284682|285.2585394483310 +44.2088098627603
KIC 8285008|285.4259309036782 +44.2454721384242
KIC 8285025|285.4377790111602 +44.2155532885086
KIC 8285086|285.4707600558954 +44.2703452459228
KIC 8285510|285.7011600423861 +44.2712140167921
KIC 8285712|285.8168278746406 +44.2283281208045
KIC 8285729|285.8229051796935 +44.2205326147399
KIC 8285804|285.8563723398350 +44.2332297231536
KIC 8285845|285.8885657445015 +44.2053470044034
KIC 8288152|287.0991990916033 +44.2052874115006
KIC 8288164|287.1038538302600 +44.2184431238369
KIC 8288228|287.1235656148933 +44.2008786400550
KIC 8289334|287.6729208252904 +44.2833155507194
KIC 8289592|287.8182098000571 +44.2349050133770
KIC 8292681|289.2842490822587 +44.2170513039033
KIC 8292829|289.3397277239058 +44.2131869187253
KIC 8293158|289.4683031622581 +44.2615116342686
KIC 8293291|289.5099889772179 +44.2785331035902
KIC 8293299|289.5129992682516 +44.2513334694058
KIC 8293345|289.5300561594630 +44.2870466388111
KIC 8293631|289.6413995666271 +44.2247422416586
KIC 8293686|289.6578822375363 +44.2704016442682
KIC 8294131|289.8030310626954 +44.2719204341069
KIC 8294193|289.8342343031371 +44.2939795388372
KIC 8294475|289.9355040086562 +44.2925270523694
KIC 8295007|290.1269239213345 +44.2504284872336
KIC 8296058|290.4724726332337 +44.2105523758083
KIC 8296112|290.4916066442778 +44.2258668793721
KIC 8296548|290.6225889615363 +44.2798342276313
KIC 8297376|290.9258582035029 +44.2433440393217
KIC 8297507|290.9738993272821 +44.2691293999517
KIC 8297855|291.108460 +44.267448
KIC 8297860|291.1104832172010 +44.2341584514283
KIC 8298041|291.1779046588716 +44.2748218316536
KIC 8298507|291.3419046929933 +44.2459638918292
KIC 8299311|291.6535114090646 +44.2764188453564
KIC 8299489|291.7166879418990 +44.2092249321322
KIC 8299794|291.8236370153780 +44.2523659965567
KIC 8299922|291.8776518035486 +44.2040699441772
KIC 8300692|292.1665583479234 +44.2647314504579
KIC 8300747|292.1888086557268 +44.2617772740060
KIC 8301083|292.3312945086983 +44.2042483512040
KIC 8301418|292.4578353037592 +44.2358986438831
KIC 8301905|292.6406007669464 +44.2480359257382
KIC 8301953|292.6619520207371 +44.2011470888261
KIC 8302107|292.7258993809783 +44.2537603598851
KIC 8307149|294.5186935196554 +44.2255218841856
KIC 8307548|294.6379607476708 +44.2762296908592
KIC 8307615|294.6577474926676 +44.2316168607891
KIC 8307630|294.6642003879605 +44.2741970046865
KIC 8307791|294.7217006907384 +44.2520605739104
KIC 8308088|294.8139450914988 +44.2181360983150
KIC 8308639|294.9832263375607 +44.2179177528646
KIC 8309466|295.2507332391956 +44.2488630476404
KIC 8309890|295.3852364284934 +44.2550668817145
KIC 8310100|295.4474203832913 +44.2899839510378
KIC 8310792|295.6657677866172 +44.2720495394788
KIC 8311058|295.7491608087196 +44.2871766567281
KIC 8311932|296.0255265235103 +44.2798021699651
KIC 8312170|296.0999145996981 +44.2911376307013
KIC 8312324|296.1495373899114 +44.2981349993755
KIC 8312388|296.1679119163758 +44.2985018058118
KIC 8312512|296.2137339869586 +44.2665138850337
KIC 8312990|296.3502461369350 +44.2363265902147
KIC 8314240|296.7126890933917 +44.2003382612330
KIC 8314514|296.7972667662993 +44.2302817026038
KIC 8314665|296.8377223568351 +44.2569389066426
KIC 8315220|296.9818944211162 +44.2561964108969
KIC 8315560|297.0697894376917 +44.2459764497302
KIC 8315703|297.1047970499741 +44.2973053910373
KIC 8315762|297.117969 +44.218094
KIC 8315796|297.1246721695024 +44.2931674584495
KIC 8316412|297.2759432395120 +44.2267517385358
KIC 8320663|298.2903283290334 +44.2314260391025
KIC 8321959|298.6246293537420 +44.2913357940986
KIC 8323295|298.9590470014313 +44.2672747080289
KIC 8324636|299.3082288562785 +44.2766512236516
KIC 8325668|299.6176510267521 +44.2138419958186
KIC 8325762|299.6441995572124 +44.2669711501597
KIC 8325764|299.6454946289923 +44.2749263821049
KIC 8327115|299.9708538696126 +44.2365253705761
KIC 8327201|299.9966755944050 +44.2123239536981
KIC 8327292|300.0206333233692 +44.2028455669689
KIC 8328178|300.3100549885186 +44.2641328190124
KIC 8328348|300.3722076430799 +44.2890234516986
KIC 8328390|300.3871979200929 +44.2668953657505
KIC 8328668|300.4998152906945 +44.2650504562842
KIC 8329095|300.6394084413447 +44.2685410390101
KIC 8329743|300.8010877502131 +44.2633891375277
KIC 8329894|300.8451239375681 +44.2639408401657
KIC 8330073|300.8915416145630 +44.2755066743901
KIC 8330598|301.0255724186158 +44.2150965334039
KIC 8330661|301.0403815902375 +44.2060013969066
KIC 8332266|301.4750355837416 +44.2651150904732
KIC 8343654|281.0448726541129 +44.3696876695051
KIC 8343745|281.1180287148349 +44.3797222248044
KIC 8344169|281.3860863090414 +44.3509141842659
KIC 8344513|281.6310733259625 +44.3403042086620
KIC 8344592|281.6828600761548 +44.3277894563018
KIC 8345153|282.0112336349699 +44.3563496444106
KIC 8345290|282.0802828707222 +44.3952025241832
KIC 8345473|282.1846697422367 +44.3594389450134
KIC 8345515|282.2085700464095 +44.3576761051196
KIC 8345869|282.4283181726400 +44.3330017793753
KIC 8346038|282.5114435098454 +44.3610433832461
KIC 8346238|282.6373357001006 +44.3437914142719
KIC 8346507|282.7845947031038 +44.3232111122052
KIC 8346778|282.9474850163167 +44.3770627021392
KIC 8348568|283.9217371649794 +44.3847297256897
KIC 8348765|284.0286034676756 +44.3752708344881
KIC 8349031|284.1722603089529 +44.3951813632699
KIC 8349145|284.2294757875467 +44.3755803427247
KIC 8349297|284.3236618824158 +44.3992715036372
KIC 8349350|284.3582590620239 +44.3299694832463
KIC 8349379|284.3710912714896 +44.3843858790242
KIC 8349732|284.5648308791371 +44.3707878654446
KIC 8350024|284.7070124425821 +44.3600244065815
KIC 8350347|284.8819005200226 +44.3371923441117
KIC 8350443|284.9400160997700 +44.3712463681030
KIC 8350645|285.0479023981312 +44.3116944717074
KIC 8350839|285.1544720666717 +44.3689108615844
KIC 8350894|285.1841853254858 +44.3522929143394
KIC 8351461|285.4869573476715 +44.3042220323212
KIC 8351477|285.4931361051746 +44.3461463617869
KIC 8351962|285.7738014593998 +44.3673133634162
KIC 8352450|286.0707411143475 +44.3479266100697
KIC 8352623|286.1651962804446 +44.3141710325289
KIC 8352953|286.3463575028975 +44.3734328040873
KIC 8354657|287.2564377860246 +44.3098311531142
KIC 8354896|287.3814102855165 +44.3625822715860
KIC 8355034|287.4546030212021 +44.3891772103805
KIC 8355654|287.7555341841652 +44.3903173029930
KIC 8357852|288.8908680805974 +44.3639888133694
KIC 8358168|289.0447025919087 +44.3960338670178
KIC 8358665|289.2611947736850 +44.3775003139512
KIC 8358990|289.4012150021954 +44.3476361652793
KIC 8359027|289.4167910890177 +44.3668848560739
KIC 8359169|289.4689775696999 +44.3323442547073
KIC 8359180|289.4748303690035 +44.3824893972999
KIC 8359529|289.6196671340358 +44.3287001807650
KIC 8359997|289.7899222859550 +44.3691939344758
KIC 8360297|289.9086097146828 +44.3905654843039
KIC 8360334|289.9231155500437 +44.3533790597985
KIC 8360807|290.1022806194921 +44.3629000641958
KIC 8361046|290.1918917899462 +44.3457765569092
KIC 8361552|290.3592380477963 +44.3753578408256
KIC 8361996|290.5060713614839 +44.3474888488365
KIC 8362163|290.5590584915142 +44.3799523670612
KIC 8362623|290.7322749153683 +44.3050558902849
KIC 8362790|290.7905892521942 +44.3754760444442
KIC 8363050|290.8867228746509 +44.3103677700764
KIC 8363240|290.9608073631346 +44.3021329452356
KIC 8363272|290.9728899805868 +44.3133003771619
KIC 8363443|291.0289123494742 +44.3895385710425
KIC 8363613|291.0933675886491 +44.3807591883810
KIC 8364093|291.2645264985185 +44.3930150668347
KIC 8364179|291.2948402384452 +44.3286853932275
KIC 8364337|291.3510348524042 +44.3511393707872
KIC 8364363|291.3612356030553 +44.3736279604606
KIC 8364550|291.4332852249503 +44.3623025775539
KIC 8364578|291.4476944501664 +44.3367699206163
KIC 8364786|291.5264616384866 +44.3867204188822
KIC 8365018|291.6158711945508 +44.3343279056267
KIC 8365043|291.6270623036198 +44.3373057982614
KIC 8365052|291.6307754445787 +44.3415793345191
KIC 8365522|291.8008152330909 +44.3814064184349
KIC 8365782|291.9037777752899 +44.3868040223866
KIC 8365829|291.9265782439815 +44.3587049025497
KIC 8365859|291.9385716123728 +44.3980187590506
KIC 8365896|291.9554591043876 +44.3704340789524
KIC 8365908|291.9604688668787 +44.3452419273658
KIC 8365909|291.9610654755434 +44.3376119868241
KIC 8366239|292.0795427456994 +44.3218318917067
KIC 8366262|292.0914201982685 +44.3600521939178
KIC 8366486|292.1761844995560 +44.3082723322478
KIC 8366758|292.2744408363085 +44.3961871378640
KIC 8367834|292.6835349546846 +44.3439840481403
KIC 8373697|294.7373904123929 +44.3346543250833
KIC 8374008|294.8356823498162 +44.3139103023872
KIC 8374062|294.8539781482883 +44.3326860939007
KIC 8374104|294.8652691005547 +44.3204337721645
KIC 8374394|294.9652484764883 +44.3604963482652
KIC 8375240|295.2287521323654 +44.3386002630398
KIC 8376367|295.5919514949391 +44.3145085050867
KIC 8377116|295.8326521136950 +44.3462017855800
KIC 8377200|295.8556417984440 +44.3489616842294
KIC 8377500|295.9534129329942 +44.3732108885946
KIC 8377727|296.0225021058176 +44.3949490212736
KIC 8377962|296.0948019680448 +44.3545876702009
KIC 8377969|296.0962823675692 +44.3635583081738
KIC 8378014|296.1094601598190 +44.3861719351136
KIC 8378363|296.2118381009883 +44.3030043449161
KIC 8378462|296.2424736008667 +44.3180802915593
KIC 8378481|296.2492844597715 +44.3509480708253
KIC 8378545|296.2670997744427 +44.3718326236464
KIC 8378653|296.2964674190881 +44.3802397930615
KIC 8378675|296.3023344266942 +44.3407126386947
KIC 8379206|296.4620642350608 +44.3231337860403
KIC 8379490|296.5442165338948 +44.3417027012511
KIC 8379613|296.5785943264305 +44.3091518273487
KIC 8379961|296.6883021199072 +44.3354001242379
KIC 8380242|296.7672274814483 +44.3416326871835
KIC 8380282|296.7808529440196 +44.3619395617389
KIC 8380496|296.8412525674684 +44.3484187556200
KIC 8381246|297.0296226078433 +44.3545285154164
KIC 8381442|297.0757262385479 +44.3650666909236
KIC 8381505|297.0935970227405 +44.3904539935018
KIC 8381622|297.1199652667924 +44.3790644670477
KIC 8381865|297.1749683808498 +44.3495599824751
KIC 8382339|297.2930329824990 +44.3552575277931
KIC 8385961|298.1943439249509 +44.3621575523750
KIC 8386283|298.2798231804713 +44.3300049428045
KIC 8386337|298.2946130777899 +44.3641623992672
KIC 8386344|298.2964859108342 +44.3702236728928
KIC 8386537|298.3401294013310 +44.3768412155434
KIC 8386625|298.3602904377352 +44.3995337441619
KIC 8386719|298.3838961555942 +44.3074496633031
KIC 8386921|298.4395141271274 +44.3483454111473
KIC 8387412|298.5680524607892 +44.3725178986208
KIC 8387668|298.6299114412232 +44.3687340732973
KIC 8387890|298.6828294211700 +44.3195621189019
KIC 8388250|298.7651458211705 +44.3751261840681
KIC 8388399|298.8090613202548 +44.3127936108455
KIC 8388814|298.9121922531438 +44.3481281141014
KIC 8388920|298.9387206627894 +44.3828021889560
KIC 8389200|299.0178677174461 +44.3982329536324
KIC 8389387|299.0667164368609 +44.3326090773514
KIC 8389938|299.2258446014962 +44.3231904756889
KIC 8390612|299.4089802887941 +44.3054336080697
KIC 8390838|299.4689314543226 +44.3841984714815
KIC 8391175|299.5656020785815 +44.3536410517630
KIC 8391532|299.6605093288193 +44.3111976886646
KIC 8391545|299.6632547273700 +44.3761468354836
KIC 8393874|300.2476661427867 +44.3334839468247
KIC 8393914|300.2596674454491 +44.3787478453043
KIC 8394035|300.2951336923731 +44.3058121506742
KIC 8394175|300.3342140047401 +44.3255338252767
KIC 8394497|300.4332901475291 +44.3108196816137
KIC 8395153|300.6675386032781 +44.3339837734062
KIC 8395466|300.7853486925243 +44.3749082568102
KIC 8396782|301.1843057626587 +44.3317377774490
KIC 8397081|301.2724327496620 +44.3875351074618
KIC 8408920|281.0261537905130 +44.4012884625601
KIC 8408974|281.0705418591006 +44.4938480382239
KIC 8408976|281.0715414909246 +44.4081968565240
KIC 8409525|281.4575041985717 +44.4592740515461
KIC 8409750|281.6272755264602 +44.4136184594907
KIC 8409758|281.6308842224481 +44.4463141592099
KIC 8409771|281.6385959610659 +44.4476066100426
KIC 8409983|281.7705285979783 +44.4727458418411
KIC 8410006|281.7841159091641 +44.4422905275052
KIC 8410413|282.0323324136475 +44.4460336256058
KIC 8410437|282.0476694269925 +44.4106397725514
KIC 8410529|282.1022751306056 +44.4022350411906
KIC 8410679|282.1746608647753 +44.4185252031221
KIC 8410770|282.2198578543566 +44.4500895207077
KIC 8410818|282.2539032579092 +44.4724806505125
KIC 8410890|282.2952135566966 +44.4241240473531
KIC 8411053|282.3877724215047 +44.4160429754900
KIC 8411296|282.5265698539691 +44.4016664435017
KIC 8411446|282.6100786869654 +44.4437170344478
KIC 8411792|282.7970850040040 +44.4421590748003
KIC 8414303|284.2019053633250 +44.4241560699917
KIC 8414340|284.2176152997455 +44.4665411050990
KIC 8414512|284.3212854838983 +44.4389985583062
KIC 8414518|284.3234088453479 +44.4596793183494
KIC 8414815|284.4819076638663 +44.4966866289284
KIC 8415501|284.8592032295591 +44.4729017945089
KIC 8415616|284.9235340803481 +44.4036778765142
KIC 8415729|284.9870676554415 +44.4363523081704
KIC 8416447|285.3704738811981 +44.4270447278533
KIC 8417027|285.6765165251903 +44.4862953343682
KIC 8417113|285.7232632258572 +44.4472943165322
KIC 8417184|285.7637027733507 +44.4297075231136
KIC 8417711|286.0520950154371 +44.4293450892032
